UnitCode,Month,Visitors,StateCode,SpansStates,Park,Lat,Lon,Name,Population,Latitude,Longitude
ROMO,0,118152,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,1,99873,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,2,146414,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,3,160259,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,4,280351,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,5,698224,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,6,973992,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,7,830039,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,8,752320,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,9,374003,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,10,123376,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
ROMO,11,113050,CO,1.0,Rocky Mountain National Park,40.3556924,-105.6972879,Colorado,5436519.0,38.9972,-105.5478
YELL,0,33896,ID,3.0,Yellowstone National Park,44.59824417,-110.5471695,Idaho,1657375.0,44.3509,-114.613
YELL,0,33896,MT,3.0,Yellowstone National Park,44.59824417,-110.5471695,Montana,1029862.0,47.0527,-109.6333
YELL,0,33896,WY,3.0,Yellowstone National Park,44.59824417,-110.5471695,Wyoming,583200.0,42.9957,-107.5512
YELL,1,31650,ID,3.0,Yellowstone National Park,44.59824417,-110.5471695,Idaho,1657375.0,44.3509,-114.613
YELL,1,31650,MT,3.0,Yellowstone National Park,44.59824417,-110.5471695,Montana,1029862.0,47.0527,-109.6333
YELL,1,31650,WY,3.0,Yellowstone National Park,44.59824417,-110.5471695,Wyoming,583200.0,42.9957,-107.5512
YELL,2,28695,ID,3.0,Yellowstone National Park,44.59824417,-110.5471695,Idaho,1657375.0,44.3509,-114.613
YELL,2,28695,MT,3.0,Yellowstone National Park,44.59824417,-110.5471695,Montana,1029862.0,47.0527,-109.6333
YELL,2,28695,WY,3.0,Yellowstone National Park,44.59824417,-110.5471695,Wyoming,583200.0,42.9957,-107.5512
YELL,3,48150,ID,3.0,Yellowstone National Park,44.59824417,-110.5471695,Idaho,1657375.0,44.3509,-114.613
